17.60
0.00
8.00
0.10
12.70
0.00
22.24
0.09
19.70
0.00
1.50
0.15
17.90
0.00
1.03
0.10
17.30
0.00
4.80
0.21
22.70
0.00
0.20
0.00
44.00
0.00
0.60
0.00
42.00
0.00
0.80
0.00
41.00
0.00
0.70
0.00
40.20
0.00
0.40
0.00
18.00
57.00
1.10
0.00
46.10
0.00
1.50
0.00
31.00
0.00
0.90
0.00
17.90
0.00
2.63
0.08
19.20
0.00
0.70
0.04
-49.00
0.00
98.50
0.00
-290.00
0.00
92.00
0.00
-278.00
0.00
96.00
0.00
-290.00
0.00
95.00
0.00
15.00
0.00
0.60
0.00
12.84
0.00
8.00
0.80
-84.00
0.00
92.00
0.00
7.00
0.00
50.00
0.90
